Author_ID	FName	Minit	LName
5338	Jonathan	NULL	Dee
5339	Marian	NULL	Green
5340	Scott	NULL	Cunningham
5341	Horik	NULL	Svensson
5342	Llewellyn	NULL	Llewellyn
5343	Donald	M	Kraig
5344	Osborne	NULL	Phillips
5345	William	NULL	Gibson
5346	Shirley	NULL	Maclaine
5347	Andrew	NULL	McGahan
5348	Kay	R	Jamison
5349	Guy	NULL	Damian-Knight
5350	Edward	NULL	Shorter
5351	Elliot	NULL	Perlman
5352	Jim	NULL	Schutze
5353	Michael	NULL	Dobbs
5354	Geoffrey	C	Cawley
5355	Minfong	NULL	Ho
5356	Nancy	NULL	Madore
5357	Ursula	K	Guin
5358	Virgil,David	W	West
5359	Jean	NULL	Rhys
5360	Herman	NULL	Melville
5361	Whitley	NULL	Strieber
5362	Karen	NULL	Harper
5363	John	NULL	Grisham
5364	Amy	R	Thapa
5365	Raymond	NULL	Buckland
5366	A.	C	Prabhupada
5367	A.	C	Prabhupada
5368	Anna	NULL	Maxted
5369	Jon	NULL	Hassler
5370	Stephen	NULL	King
5371	John	NULL	Grisham
5372	Shannon	NULL	Drake
5373	Piers	A	Kornwise
5374	Linda	NULL	Greenlaw
5375	Dean	NULL	Koontz
5376	Sheldon	NULL	Vanauken
5377	Susan	P	Schutz
5378	Braun	L	Jackson
5379	Madeleine	NULL	L'Engle
5380	Stephen	NULL	King
5381	John	D	MacDonald
5382	Alison	NULL	Fraser
5383	Robyn	NULL	Donald
5384	Ann	M	Martin
5385	N.	R	Nash
5386	Wayne	W	Dyer
5387	Ford	M	Ford
5388	Brandon,Jay	NULL	Brandon
5389	Robert	A	Heinlein
5390	Will	NULL	Hobbs
5391	Witi	T	Ihimaera
5392	Jose	NULL	Saramago
5393	Luis	S	Maspéro
5394	Paul	NULL	Auster
5395	Landoll	NULL	Inc.
5396	Anita	NULL	Diamant
5397	Alexandra	S	Romano
5398	Jean-Paul	NULL	Sartre
5399	Margot	NULL	Anand
5400	Scholastic	B	Miles
5401	Ben	M	Baglio
5402	Melinda	B	Blanchard
5403	Anthony	NULL	Gottlieb
5404	Alexander	M	Smith
5405	Richard	NULL	Littlejohn
5406	Kimeron	N	Hardin
5407	Marc-Edouard	NULL	Nabe
5408	John	NULL	Lantigua
5409	Ralph	W	Emerson
5410	Martin	C	Smith
5411	Robert	NULL	Slater
5412	John	NULL	Gardner
5413	Fred	NULL	Vargas
5414	Erich	NULL	Segal
5415	Irene	B	Brand
5416	R.	L	Stine
5417	R.	L	Stine
5418	Tom	NULL	Clancy
5419	Agatha	NULL	Christie
5420	Agatha	NULL	Christie
5421	Ann	M	Martin
5422	Sir	A	Appelbaum
5423	Ann	M	Martin
5424	Louisa	M	Alcott
5425	Beverly	C	Dockray
5426	Misty	NULL	Bernall
5427	Adam	NULL	Barrow
5428	Andrews	NULL	Andrews
5429	V.C.	NULL	Andrews
5430	V.C.	NULL	Andrews
5431	V.C.	NULL	Andrews
5432	Nicholas	NULL	Sparks
5433	Andrew	NULL	Morton
5434	Andrew	NULL	Calcutt
5435	George	NULL	Orwell
5436	Alain	D	Botton
5437	Will	NULL	Ferguson
5438	Maeve	NULL	Binchy
5439	Leonard	NULL	Goldberg
5440	Alex	NULL	Flinn
5441	L.	R	Hubbard
5442	Oscar	W	Small
5443	Michael	B	Robertson
5444	Chaim	NULL	Potok
5445	Nick	NULL	Danziger
5446	Wilbur	NULL	Smith
5447	James	A	Michener
5448	Mary	K	Ash
5449	Marguerite	K	Hirsh
5450	Judith	Z	Godfrey
5451	Robertson	NULL	Davies
5452	Patricia	A	McKillip
5453	Heinrich	NULL	Boll
5454	Ken	F	Rost
5455	Lewis	NULL	Carroll
5456	Damien	NULL	Simonis
5457	Daniel	R	Wheeler
5458	Cyril	NULL	Collard
5459	Paulo	NULL	Coelho
5460	Marion	Z	Chabrol
5461	Marion	Z	Chabrol
5462	Nicholas	E	Malfoy
5463	Umberto	E	Schifano
5464	Magnan	NULL	Magnan
5465	Eudora	NULL	Welty
5466	Louis	S	Ibatoulline
5467	Kenneth	NULL	Oppel
5468	Shelley	M	Plecas
5469	Chris	NULL	Hedges
5470	Terry	NULL	Pratchett
5471	S.	E	Hinton
5472	Julien	NULL	Gracq
5473	Jerome	K	Jerome
5474	Fédor	D	Mousset
5475	Montherlant	NULL	Montherlant
5476	Luis	NULL	Sepúlveda
5477	John	NULL	Grisham
5478	Bill	NULL	Cosby
5479	Pam	NULL	Frankau
5480	John	NULL	Saul
5481	Stephen	NULL	King
5482	Stephen	NULL	King
5483	Dave	NULL	Barry
5484	John	NULL	Gardner
5485	Richard	F	Talan
5486	Harold	NULL	Robbins
5487	Sam	A	Jr.
5488	Christine	M	Norton
5489	Allan	NULL	Eckert
5490	Jack	NULL	Womack
5491	Pierre	NULL	Pelot
5492	Michael	C	Damour
5493	Stéfan	Z	Autrand
5494	Stephen	NULL	Hawking
5495	Amélie	NULL	Nothomb
5496	Clifford	D	Simak
5497	Jerome	K	Jerome
5498	Georges	NULL	Simenon
5499	Patrick	S	Lortholary
5500	Amélie	NULL	Nothomb
5501	Daniel	NULL	Keyes
5502	Frank	NULL	McCourt
5503	Haruki	M	Makino-Fayolle
5504	Gustave	NULL	Flaubert
5505	L.	S	Carter
5506	August	W	Derleth
5507	H.P.	L	Bloch
5508	Sr.	M	Dorcy
5509	J.N.	NULL	Williamson
5510	Gary	NULL	Null
5511	Stephen	E	Ambrose
5512	Sharan	NULL	Newman
5513	A	E	Vogt
5514	Brady	NULL	Brady
5515	Earl	B	McElfresh
5516	Adam	NULL	Braver
5517	Piers	P	Read
5518	Fred	NULL	Chappell
5519	Gardner	NULL	Dozois
5520	L.	R	Hubbard
5521	L.	R	Hubbard
5522	C.	J	Cherryh
5523	Ursula	K	Guin
5524	Sydney	O	Tobey
5525	Barbara	W	Tuchman
5526	Leonard	NULL	Barden
5527	Robert	NULL	Ludlum
5528	Robert	NULL	Ludlum
5529	Charles	H	Goren
5530	Bruce	NULL	Catton
5531	Carole	NULL	Bellacera
5532	Bruno	NULL	Maddox
5533	Ken	NULL	Follett
5534	Philipp	NULL	Vandenberg
5535	Joy	F	Sandberg-Ciletti
5536	Michael	C	Hudson
5537	Birgit	NULL	Schönberger
5538	Zoë	NULL	Jenny
5539	A.	L	Haskett
5540	Mary	J	Maffini
5541	Benjamin	NULL	Hoff
5542	Judith	A	Keiler
5543	Christopher	P	Curtis
5544	Elizabeth	G	Sandberg-Ciletti
5545	Karin	F	Haefs
5546	Sue	NULL	Grafton
5547	Joseph	G	White
5548	Yitta	H	Siegel
5549	Matt	NULL	Ridley
5550	Mario	NULL	Puzo
5551	Paula	NULL	Danziger
5552	Thomas	K	Landauer
5553	Syed	H	Alatas
5554	Jennifer	W	Higgins
5555	Millie	NULL	Stamm
5556	Robert	B	Parker
5557	David	NULL	Baldacci
5558	Charles	NULL	Dickens
5559	Charlotte	B	Weisser
5560	Sidney	NULL	Sheldon
5561	Marcia	NULL	Muller
5562	Eudora	NULL	Welty
5563	Jan	NULL	Burke
5564	Arthur	NULL	Nersesian
5565	Millie	NULL	Criswell
5566	Jack	C	McNamara
5567	Nora	NULL	Roberts
5568	Lois	NULL	Keith
5569	E.D.	H	Jr.
5570	Chaim	NULL	Potok
5571	Jeffrey	NULL	Eugenides
5572	Mark	NULL	Fuhrman
5573	Carolyn	NULL	Keene
5574	N	NULL	Collins
5575	Jerry	NULL	Spinelli
5576	Alan	NULL	Titchmarsh
5577	Milligan	NULL	Milligan
5578	Stephen	NULL	Fry
5579	Jonathan	M	Loon
5580	Dawna	W	Franks
5581	Dawna	NULL	Walter
5582	Betty	B	Grace
5583	Fred	S	Stoker
5584	Alan	NULL	Aldrich
5585	D	H	Lawrence
5586	Virginia	NULL	Woolf
5587	Alan	NULL	Titchmarsh
5588	Fiona	NULL	Walker
5589	Patricia	NULL	Cornwell
5590	Lance	A	Jenkins
5591	Michael	NULL	Ondaatje
5592	Pam	Y	Jones
5593	Pam	Y	Jones
5594	Italo	C	Kroeber
5595	Anita	NULL	Shreve
5596	Agatha	NULL	Christie
5597	John	NULL	Grisham
5598	Kinky	NULL	Friedman
5599	Virginia	NULL	Woolf
5600	John	L	Carre
5601	John	L	Carre
5602	Jonathan	NULL	Kellerman
5603	Jude	NULL	Deveraux
5604	Sena	J	Naslund
5605	Charles	NULL	Frazier
5606	Roy	B	Jr.
5607	Edward	NULL	Abbey
5608	Redmond	NULL	O'Hanlon
5609	Evan	NULL	Harris
5610	Shang	C	Cun
5611	Matthew	NULL	Bunson
5612	Page	NULL	Bryant
5613	Dennis	NULL	Wholey
5614	Robert	L	Charyn
5615	Barry	NULL	Sears
5616	Maya	NULL	Angelou
5617	Barry	S	Lawren
5618	Christian	D	Fox
5619	Jim	NULL	Morrison
5620	Christine	NULL	Wiltz
5621	Michael	T	Ford
5622	Tommy	NULL	Tune
5623	Al	F	Smalley
5624	Martin	NULL	Martin
5625	Ken	NULL	Sprague
5626	Elan	NULL	Golomb
5627	Alice	A	Bailey
5628	Susan	NULL	Forward
5629	Jim	NULL	Davis
5630	Anne	NULL	Fine
5631	Jean	NULL	Booker
5632	Jackie	NULL	Collins
5633	Alice	M	Fisk
5634	Maeve	NULL	Binchy
5635	Elizabeth	NULL	Berg
5636	Anne	NULL	Lamott
5637	Margaret	NULL	Atwood
5638	Michael	NULL	Pollan
5639	Various	NULL	Various
5640	Phyllis	NULL	Richman
5641	Heather	NULL	Graham
5642	Dorothy	NULL	Simpson
5643	Agatha	NULL	Christie
5644	Valerie	NULL	Wolzien
5645	John	NULL	Bayley
5646	Bobbie	H	Snyder
5647	Anne	NULL	Rice
5648	Beverly	W	Peske
5649	Jean	NULL	Ure
5650	Nora	NULL	Roberts
5651	Suzanne	NULL	Brockmann
5652	Elizabeth	NULL	Lowell
5653	Karin	NULL	Yapalater
5654	Barbara	NULL	Delinsky
5655	Tami	NULL	Hoag
5656	Nicci	NULL	French
5657	Nancy	NULL	Star
5658	Cheryl	S	John
5659	JoAnna	NULL	Carl
5660	Maggie	NULL	Shayne
5661	Laura	V	Wormer
5662	Ginna	NULL	Gray
5663	Helen	R	Myers
5664	Rita	M	Brown
5665	Kent	NULL	Haruf
5666	Sue	NULL	Grafton
5667	Maira	K	Heller
5668	John	NULL	Irving
5669	Frank	O	Braynard
5670	John	NULL	Berendt
5671	Todd	NULL	Strasser
5672	Pamela	E	Apkarian-Russell
5673	Michael	W	Wallis
5674	Janet	NULL	Evanovich
5675	Alex	NULL	Kotlowitz
5676	Stephen	NULL	King
5677	Len	NULL	Deighton
5678	Gail	NULL	Godwin
5679	Lilian	J	Braun
5680	George	NULL	Carlin
5681	Anna	NULL	Quindlen
5682	Michael	NULL	Savage
5683	J.A.	NULL	Jance
5684	J.A.	NULL	Jance
5685	Candice	NULL	Bergen
5686	George	NULL	Mair
5687	G.	G	Crimmins
5688	Janet	NULL	Evanovich
5689	Ann	NULL	Linnea
5690	Barbara	S	Smith
5691	James	A	Michener
5692	Alice	NULL	Hoffman
5693	C.S.	L	Eichenberg
5694	Phoebe	NULL	McPhee
5695	Ellen	NULL	Raskin
5696	Patricia	R	Giff
5697	Stephen	F	Munnell
5698	Wilson	NULL	Rawls
5699	William	NULL	Taylor
5700	Margaret	P	Haddix
5701	Marvin	NULL	Miller
5702	Willo	D	Roberts
5703	Barry	NULL	Denenberg
5704	Bruce	C	Lippincott
5705	Paula	NULL	Danziger
5706	Beverly	NULL	Cleary
5707	Margaret	P	Haddix
5708	Tom	B	Rooney
5709	J.	NULL	Lawler
5710	Fred	M	Stewart
5711	Phil	NULL	McGraw
5712	George	O	Woodhouse
5713	Rudolfo	NULL	Anaya
5714	Terry	NULL	Brooks
5715	Anne	NULL	Barone
5716	V.C.	NULL	Andrews
5717	V.C.	NULL	Andrews
5718	V.	C	Andrews
5719	V.C.	NULL	Andrews
5720	John	NULL	Mortimer
5721	John	NULL	Forbes
5722	Kay	NULL	Allenbaugh
5723	Jack	C	Kirberge
5724	Sonja	NULL	Massie
5725	Susan	C	Bartoletti
5726	V.C.	NULL	Andrews
5727	Jeffrey	D	Greene
5728	Stuart	NULL	Friedman
5729	Kate	NULL	Elliott
5730	Pearl	S	Buck
5731	Marion	Z	Bradley
5732	Dick	NULL	Francis
5733	Joe	NULL	Kraynak
5734	Jo	NULL	Beverley
5735	Carol	NULL	O'Connell
5736	Anita	NULL	Shreve
5737	Dave	NULL	Pelzer
5738	Cassandra	NULL	King
5739	Faye	NULL	Kellerman
5740	Jodi	NULL	Picoult
5741	Stephen	L	Carter
5742	Anchee	NULL	Min
5743	Stuart	NULL	Woods
5744	Jillian	NULL	Medoff
5745	Claire	NULL	Cook
5746	Donna	NULL	Tartt
5747	Lisa	NULL	Gornick
5748	Peter	NULL	Straub
5749	Betsy	NULL	Carter
5750	Kyle	NULL	Mills
5751	Judith	NULL	Kelman
5752	Martin	J	Smith
5753	Thomas	NULL	French
5754	Nancy	T	Rosenberg
5755	Anne	NULL	Tyler
5756	John	NULL	Sandford
5757	Shelby	NULL	Yastrow
5758	Stanley	NULL	Pottinger
5759	Peter	NULL	Straub
5760	Jonathan	NULL	Kellerman
5761	James	NULL	Patterson
5762	Catherine	NULL	Coulter
5763	Amanda	NULL	Ashley
5764	Julia	NULL	Quinn
5765	Dean	NULL	Koontz
5766	Robin	NULL	Cook
5767	Iris	NULL	Johansen
5768	Patricia	NULL	Cornwell
5769	David	NULL	Wiltse
5770	Sonia	NULL	Icilyn
5771	Kasey	NULL	Michaels
5772	McCoy	NULL	Judi
5773	Jude	NULL	Deveraux
5774	Charlaine	NULL	Harris
5775	Kathy	NULL	Reichs
5776	Amy	NULL	Tan
5777	Susan	E	Phillips
5778	Ann	NULL	Rule
5779	Kathy	NULL	Reichs
5780	Johanna	NULL	Lindsey
5781	Suzanne	NULL	Forster
5782	Sandra	NULL	Brown
5783	Alton	NULL	Gansky
5784	Amanda	NULL	Quick
5785	David	NULL	Morrell
5786	Philip	NULL	Kerr
5787	Jennifer	NULL	Blake
5788	J.	D	Robb
5789	Jane	NULL	Smiley
5790	Stef	A	Holm
5791	Kasey	NULL	Michaels
5792	Julian	NULL	Symons
5793	Better	H	Hallam
5794	Franklin	W	Dixon
5795	Franklin	W	Dixon
5796	Anonymous,Swami	P	Manchester
5797	G	&	Publishing
5798	G	&	Publishing
5799	Betty	C	Editors
5800	Claire	NULL	Folkard
5801	Abby	NULL	Kanter
5802	Raymond	NULL	Pierson
5803	Phil	G	Gross
5804	Nilo	NULL	Cruz
5805	Stephen	NULL	Baxter
5806	James	NULL	Patterson
5807	Reed	NULL	Arvin
5808	David	NULL	Rosenfelt
5809	Giles	NULL	Blunt
5810	Joseph	NULL	Finder
5811	Stephen	NULL	Frey
5812	Linda	NULL	Howard
5813	Austin	NULL	Clarke
5814	Walter	NULL	Mosley
5815	Frederick	NULL	Forsyth
5816	Sue	NULL	Henry
5817	Stephen	NULL	White
5818	Lisa	NULL	Gardner
5819	David	NULL	Morrell
5820	Sara	NULL	Paretsky
5821	Elmore	NULL	Leonard
5822	Lincoln	C	Preston
5823	Dana	NULL	Stabenow
5824	James	W	Hall
5825	Robert	B	Parker
5826	Stuart	NULL	Woods
5827	Dean	NULL	Koontz
5828	Jonathan	NULL	Kellerman
5829	P.	D	James
5830	Virginia	NULL	Lanier
5831	V.C.	NULL	Andrews
5832	Richard	P	Evans
5833	Robert	NULL	Ludlum
5834	James	NULL	Grippando
5835	Stephen	J	Cannell
5836	Robin		Cook
5837	James	NULL	Patterson
5838	Robert	B	Parker
5839	Dave	NULL	Barry
5840	Connie	NULL	Willis
5841	Shane	A	B
5842	Hugh	NULL	Cook
5843	Alien	NULL	Stevens
5844	W.E.B.	NULL	Griffin
5845	Stephen	C	DeFelice
5846	John	J	Nance
5847	Matthew	NULL	Reilly
5848	William	K	Krueger
5849	Michael	M	Mooney
5850	Allen	NULL	Drury
5851	Michael	NULL	Darkow
5852	Maria	E	Morgan
5853	Maria	E	Morgan
5854	Murray	NULL	Bail
5855	Banana	NULL	Yoshimoto
5856	Jim	NULL	Karas
5857	Whitley	NULL	Strieber
5858	Greg	NULL	Iles
5859	J.R.R.	NULL	Tolkien
5860	Laurell	K	Hamilton
5861	Laurell	K	Hamilton
5862	Laurell	K	Hamilton
5863	Greg	NULL	Iles
5864	Stephen	NULL	King
5865	Katherine	NULL	Mosby
5866	Gay	NULL	Hendricks
5867	Dean	NULL	Koontz
5868	Marilyn	V	Savant
5869	Curl	NULL	Curl
5870	Martin	V	Riccardo
5871	Jana	M	Ramsland
5872	John	NULL	Saul
5873	Ruth	NULL	Maran
5874	Gail	NULL	Tsukiyama
5875	Jeanne	NULL	Kalogridis
5876	Emma	NULL	Donoghue
5877	James	NULL	Reese
5878	Andrew	X	Pham
5879	Kiana	NULL	Davenport
5880	Catharina	NULL	Day
5881	Scott	NULL	Cunningham
5882	Malika	O	Schwartz
5883	Mckay	NULL	Jenkins
5884	Lorna	NULL	Landvik
5885	Patricia	NULL	Wynn
5886	Dean	NULL	Koontz
5887	William	NULL	Cohen
5888	Theresa	F	DiGeronimo
5889	Dale	NULL	Carnegie
5890	Dale	NULL	Carnegie
5891	Greg	NULL	Iles
5892	Various,Michael	NULL	Alexander
5893	Kjersti	H	Baez
5894	Ray	NULL	Grigg
5895	Stephen	NULL	King
5896	Peter	NULL	Albano
5897	Carol	R	Brink
5898	Rod	R	Flodin
5899	Louisa	M	Alcott
5900	Andrea	NULL	Boeshaar
5901	Jane	NULL	Orcutt
5902	Ashley	NULL	McConnell
5903	Margaret;	W	Copyr
5904	R.A.	NULL	Salvatore
5905	Dean	W	Rusch
5906	Brian	NULL	Daley
5907	Lucretius,Ronald	E	Godwin
5908	Horace,W.	G	Shepherd
5909	Peter	NULL	Mansfield
5910	Paul	NULL	Halpern
5911	James	NULL	Lowder
5912	John	NULL	Keegan
5913	G.	L	Michael
5914	Ben	B	Pogue
5915	R.A.	NULL	Salvatore
5916	Mark	NULL	Twain
5917	Rachel	B	Peiper
5918	Various,David	N	Woudhuysen
5919	Carl	NULL	Sagan
5920	Alice	NULL	Notley
5921	Nora	NULL	Roberts
5922	L.	E	Jr.
5923	Leo	T	Edmonds
5924	Gerard	D	Re
5925	R.A.	NULL	Salvatore
5926	R.A.	NULL	Salvatore
5927	R.A.	NULL	Salvatore
5928	Taisha	A	Casteneda
5929	Michele	NULL	Jamal
5930	Duong	T	McPherson
5931	William	S	Jones
5932	Friedrich	N	Tanner
5933	John	T	Lawrence
5934	Various	NULL	Various
5935	Herman	M	Busch
5936	Ian	NULL	Kellam
5937	Anne	NULL	Rice
5938	Mary	J	Clark
5939	Nien	NULL	Cheng
5940	William	NULL	Shakespeare
5941	Annie	NULL	Dillard
5942	Ann	NULL	Hood
5943	P	J	O'Rourke
5944	Edith	W	Brookner
5945	Antonio	S	Silver
5946	E.L.	NULL	Doctorow
5947	ERNEST	NULL	HEMINGWAY
5948	Pat	NULL	Barker
5949	Debbie	D	Jones
5950	R.	L	Stine
5951	Martina	NULL	Devlin
5952	Sandra	NULL	Felton
5953	Rose	M	Stuckey
5954	Linda	NULL	Yang
5955	Elizabeth	NULL	Bevarly
5956	Jennifer	NULL	Crusie
5957	Lisa	NULL	Plumley
5958	Alice	B	Rice
5959	Marcelle	K	Stoller
5960	Inga	NULL	Muscio
5961	Jane	A	Mercer
5962	Kylie	NULL	Adams
5963	Sherryl	NULL	Woods
5964	Sherryl	NULL	Woods
5965	Sherryl	NULL	Woods
5966	Christie	NULL	Ridgway
5967	Alice	B	Rice
5968	Alice	NULL	Borchardt
5969	Patricia	NULL	Cabot
5970	Donna	NULL	Gillespie
5971	Beverly	NULL	Brandt
5972	Jane	NULL	Heller
5973	Lori	S	Bennett
5974	J.	D	Robb
5975	John	M	Ricks
5976	Upton	S	Dickstein
5977	Ayn	R	Peikoff
5978	Robert	NULL	Pirsig
5979	Anne	NULL	Rice
5980	Anne	NULL	Rice
5981	J.	D	Robb
5982	F.	S	Bruccoli
5983	F.	S	Fitzgerald
5984	Corinne	T	Netzer
5985	F.	S	Wilson
5986	Harold	M	Silverman
5987	Henry	B	Blackaby
5988	Silver	NULL	RavenWolf
5989	Merlin	NULL	Stone
5990	Albert	C	Ward
5991	Christopher	NULL	Hammond
5992	John	NULL	Hawkes
5993	Hunter	S	Thompson
5994	Lindsay	F	Rech
5995	Janet	E	Hughes
5996	Elizabeth	NULL	Young
5997	Anne	NULL	McCaffrey
5998	Paul	R	Loeb
5999	Alex	NULL	Kava
6000	Alan	NULL	Lightman
6001	Josephine	NULL	Tey
6002	Todd	NULL	Komarnicki
6003	Tina	NULL	Wainscott
6004	Stephen	NULL	Wright
6005	Joanne	M	Bulec
6006	Bernhard	NULL	Schlink
6007	Henry	NULL	Miller
6008	Elizabeth	NULL	Jolley
6009	Alan	NULL	Russell
6010	D.	C	Brod
6011	John	R	Riggs
6012	Lisa	NULL	Jackson
6013	Gerald	NULL	Petievich
6014	Charlotte	NULL	MacLeod
6015	Jonathan	NULL	Havard
6016	Ansel	NULL	Adams
6017	Neil	S	Shulman
6018	Peter	NULL	Bebrandt
6019	Douglas	NULL	Adams
6020	Roger	NULL	Zelazny
6021	Ken	NULL	Follett
6022	Joseph	NULL	Wambaugh
6023	Sue	NULL	Grafton
6024	Sue	NULL	Grafton
6025	Ed	NULL	Greenwood
6026	Scott	NULL	Turow
6027	John	L	Carre
6028	Ursula	NULL	LeGuin
6029	Anne	NULL	McCaffrey
6030	Stephen	R	Donaldson
6031	Lawrence	NULL	Block
6032	Richard	NULL	Bachman
6033	Raymond	NULL	Feist
6034	Marion	Z	Hescox
6035	Kirk	NULL	Douglas
6036	Glenn	D	Dakin
6037	Jeffrey	NULL	Robinson
6038	Honoré	D	Barbéris
6039	Richard	NULL	Bohringer
6040	Daniel	NULL	Pennac
6041	Marguerite	NULL	Duras
6042	Andreï	K	Amargier
6043	Christine	NULL	Angot
6044	Zoé	NULL	Valdés
6045	Djian	NULL	Djian
6046	W	&	Hoffer
6047	Vitaliano	B	Creagh
6048	Patrick	NULL	Suskind
6049	J.R.R.	NULL	Tolkien
6050	Susan	NULL	Hubbard
6051	Joseph	NULL	Wambaugh
6052	Thomas	N	Lyons
6053	Joseph	NULL	Wambaugh
6054	Mary	H	Clark
6055	Joseph	NULL	Wambaugh
6056	Lawrence	NULL	Block
6057	Peter	NULL	Jenkins
6058	Nelson	NULL	DeMille
6059	Laura	J	Rowland
6060	Andrea	C	Sartarelli
6061	Patrick	NULL	Mccabe
6062	Marguerite	NULL	Duras
6063	John	K	Carasso
6064	Alan	NULL	Vanneman
6065	Jean	NULL	Hager
6066	Odo	NULL	Hirsch
6067	Bill	NULL	Cosby
6068	Sebastian	NULL	Faulks
6069	Glen	NULL	Cook
6070	Glen	NULL	Cook
6071	Jonathan	B	Strieber
6072	Jim	NULL	Silke
6073	Rebecca	NULL	Bradley
6074	Rebecca	NULL	Bradley
6075	Terry	NULL	McGarry
6076	Mindy	L	Klasky
6077	Nancy	NULL	McKenzie
6078	Karin	NULL	Lowachee
6079	K.W.	NULL	Jeter
6080	Patricia	NULL	Highsmith
6081	Tim	NULL	Powers
6082	Vivian	NULL	Schilling
6083	Sara	NULL	Paretsky
6084	W.	S	Brown
6085	John	NULL	Knowles
6086	Nora	NULL	Roberts
6087	Lemony	S	Kupperman
6088	Sharon	NULL	Schulze
6089	Stanley	S	C
6090	Robert	N	Charrette
6091	Elizabeth	NULL	McGregor
6092	Sue	NULL	Miller
6093	Scott	NULL	Adams
6094	Ron	NULL	Koertge
6095	Douglas	NULL	Adams
6096	Laura	E	Pe
6097	Beverly	NULL	Cleary
6098	David	C	Retlin
6099	Pam	M	Selznick
6100	John	R	Holmes
6101	Frances	H	Tudor
6102	Gordon	NULL	Korman
6103	Dean	NULL	Hughes
6104	Bruce	NULL	Coville
6105	Janet	NULL	Quin-Harkin
6106	Jane	NULL	Harrington
6107	Joan	A	Marriott
6108	Robert	C	Bernstein
6109	Gordon	NULL	Korman
6110	Nick	NULL	West
6111	Colleen	O	McKenna
6112	Mary	N	Krush
6113	Bruce	C	Coville
6114	James	F	Cooper
6115	H.	G	Wells
6116	Irene	NULL	Hunt
6117	Ann	M	Martin
6118	Felice	NULL	Holman
6119	Edith	NULL	Nesbit
6120	Beverly	NULL	Cleary
6121	J.K.	R	GrandPré
6122	Louis	S	McCauley
6123	R.L.	NULL	Stine
6124	Beverly	C	Zelinsky
6125	Lisa	N	Fernandez
6126	Bruce	C	Coville
6127	Carol	R	Brink
6128	Willo	D	Roberts
6129	Rick	NULL	North
6130	Mildred	D	Taylor
6131	R.	L	Stine
6132	Myla	NULL	Goldberg
6133	Frances	H	Lawrie
6134	Garth	NULL	Nix
6135	Garth	NULL	Nix
6136	Garth	N	Dillon
6137	Katherine	NULL	Neville
6138	Douglas	NULL	Adams
6139	Monica	NULL	Hughes
6140	Cameron	NULL	Dokey
6141	Richard	NULL	Carlson
6142	Cathy	NULL	Hopkins
6143	Scholastic	B	Reymes
6144	Deborah	NULL	Gregory
6145	Eliza	NULL	Willard
6146	Kay	NULL	Allenbaugh
6147	Neil	G	McKean
6148	Cathy	NULL	Hopkins
6149	Andrew	NULL	Matthews
6150	Girling	NULL	Girling
6151	Anne	F	Mas
6152	Golden	NULL	Books
6153	Nancy	NULL	Holder
6154	Louise	NULL	Rennison
6155	Barbara	NULL	Delinsky
6156	Stedman	NULL	Graham
6157	Michel	H	Wynne
6158	Deborah	NULL	Morgan
6159	Piers	NULL	Anthony
6160	Daniel	W	Patterson
6161	Jean	NULL	Ritchie
6162	Matt	NULL	Groening
6163	Kurt	NULL	Vonnegut
6164	David	F	Wallace
6165	Josie	L	Rees
6166	Germaine	NULL	Greer
6167	Henry	NULL	Root
6168	Anna	NULL	Quindlen
6169	Paul	M	Angle
6170	Stephen	NULL	King
6171	Stephen	K	McKean
6172	Florence	NULL	Scovel-Shinn
6173	Toni	NULL	Morrison
6174	Terry	NULL	Alford
6175	John	NULL	Steinbeck
6176	Stephen	NULL	King
6177	Linda	NULL	Howard
6178	Jeffery	NULL	Deaver
6179	Diana	NULL	Culbertson
6180	Janet	NULL	Lunn
6181	Tim	NULL	Wynne-Jones
6182	Brian	NULL	Doyle
6183	Karleen	NULL	Bradford
6184	Martha	NULL	Brooks
6185	Brian	NULL	Doyle
6186	Karleen	NULL	Bradford
6187	Helen	NULL	Fielding
6188	Judith	NULL	Arnold
6189	Tom	NULL	Robbins
6190	Diane	NULL	Schoemperlen
6191	John	NULL	Grisham
6192	Jill	C	Browne
6193	Christina	NULL	Schwarz
6194	Herman	NULL	Wouk
6195	Lisa	NULL	Scottoline
6196	Molly	NULL	Jong-Fast
6197	Shirley	NULL	Jackson
6198	Robert	NULL	Silverberg
6199	Rosemary	NULL	Sutcliff
6200	Julie	R	Deaver
6201	Mary	S	Butler
6202	L.	E	Jr.
6203	Andre	NULL	Norton
6204	Jacqueline	NULL	Park
6205	Lindsey	NULL	Davis
6206	Peter	NULL	Tremayne
6207	Agatha	NULL	Christie
6208	Various	NULL	Various
6209	Anne	E	Crompton
6210	A.S.	NULL	Byatt
6211	Connie	NULL	Willis
6212	Margaret	NULL	Atwood
6213	Elizabeth	NULL	Lowell
6214	Patricia	NULL	Cornwell
6215	Charles	D	Bowen
6216	Thomas	NULL	Harris
6217	Jules	NULL	Watson
6218	Harris	NULL	Harris
6219	Charlaine	NULL	Harris
6220	Rosamunde	NULL	Pilcher
6221	Angela	NULL	Doherty
6222	Nicholas	NULL	Guild
6223	R.	L	Stine
6224	R.	L	Stine
6225	Kim	NULL	Lewis
6226	Mary	NULL	Gentle
6227	Frank	NULL	McDonald
6228	Dell	NULL	Shannon
6229	Rachel	NULL	Billington
